Transaction_ID,Guest_ID,Cabin_Number,Transaction_Date,Transaction_Time,Category,Description,Venue,Quantity,Unit_Price,Amount,Service_Charge,Total,Status,Reference_ID,Posted_By,Notes
TXN00000735,G100032,8538,2026-08-25,23:01:24,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000736,G100032,8538,2026-08-16,07:40:24,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00000737,G100032,8538,2026-07-22,14:47:01,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00000738,G100032,8538,2026-07-18,08:22:15,Dining,Specialty Dining Cover,Le Bistro,1,49,49,8.82,57.82,Pending,,System,
TXN00000739,G100032,8538,2026-05-14,16:08:02,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00000740,G100032,8538,2026-07-17,23:21:52,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00000741,G100032,8538,2026-06-01,20:44:30,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00000742,G100032,8538,2026-06-03,10:04:45,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00000743,G100032,8538,2026-08-13,07:18:12,Shopping,Sunscreen SPF 50,Sundries,1,14.99,14.99,0,14.99,Pending,,System,
TXN00000744,G100032,8538,2026-04-29,12:56:02,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00000745,G100032,8538,2026-07-07,15:32:25,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00000746,G100032,8538,2026-09-04,21:16:02,Gratuity,Daily Gratuity,Auto-Charge,3,18,54,0,54,Pending,,System,
TXN00000747,G100032,8538,2026-06-05,15:22:55,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00000748,G100032,8538,2026-04-30,16:17:07,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00000749,G100032,8538,2026-07-21,19:56:25,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000750,G100032,8538,2026-08-08,18:21:11,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000751,G100032,8538,2026-08-23,21:23:59,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00000752,G100032,8538,2026-08-28,14:51:05,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00000753,G100032,8538,2026-08-04,08:27:38,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00000754,G100032,8538,2026-06-03,23:18:20,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00000755,G100032,8538,2026-05-14,08:20:42,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00000756,G100032,8538,2026-07-02,15:28:38,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00000757,G100032,8538,2026-08-05,11:44:28,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00000758,G100059,4545,2026-08-10,07:46:55,Shopping,Designer Watch,Luxury Boutique,2,299,598,0,598,Pending,,System,
TXN00000759,G100059,4545,2026-07-17,19:17:40,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00000760,G100059,4545,2026-05-02,08:42:40,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00000761,G100059,4545,2026-07-30,17:32:51,Beverage,Premium Wine - Glass,Wine Bar,3,18,54,9.72,63.72,Pending,,System,
TXN00000762,G100059,4545,2026-05-28,06:09:54,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000763,G100059,4545,2026-09-20,20:02:08,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00000764,G100059,4545,2026-05-05,13:49:41,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00000765,G100059,4545,2026-07-20,17:24:36,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00000766,G100059,4545,2026-04-26,10:43:28,Beverage,Champagne - Glass,Champagne Bar,2,22,44,7.92,51.92,Pending,,System,
TXN00000767,G100059,4545,2026-07-21,17:28:48,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00000768,G100059,4545,2026-05-07,10:33:23,Dining,Specialty Dining Cover,Ocean Blue,1,59,59,10.62,69.62,Pending,,System,
TXN00000769,G100059,4545,2026-07-28,16:41:17,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00000770,G100059,4545,2026-06-20,09:01:47,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00000771,G100059,4545,2026-06-04,21:33:24,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00000772,G100059,4545,2026-09-08,09:16:49,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000773,G100059,4545,2026-06-23,20:13:39,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00000774,G100059,4545,2026-06-30,21:12:07,Shopping,Perfume,Duty Free,1,79,79,0,79,Pending,,System,
TXN00000775,G100059,4545,2026-05-22,08:28:11,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000776,G100059,4545,2026-08-09,08:51:43,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00000777,G100059,4545,2026-07-08,17:45:04,Beverage,Champagne - Glass,Champagne Bar,2,22,44,7.92,51.92,Pending,,System,
TXN00000778,G100059,4545,2026-09-05,23:18:57,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000779,G100059,4545,2026-07-03,11:45:45,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000780,G100059,4545,2026-06-01,17:32:14,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00000781,G100059,4545,2026-05-19,12:50:08,Shopping,Souvenir Magnet,Gift Shop,2,8.99,17.98,0,17.98,Pending,,System,
TXN00000782,G100059,4545,2026-06-17,21:01:23,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Pending,,System,
TXN00000783,G100059,4545,2026-09-06,17:29:51,Entertainment,Bingo Cards,Grand Theater,2,30,60,0,60,Pending,,System,
TXN00000784,G100059,4545,2026-09-06,10:39:56,Dining,Specialty Dining Cover,Teppanyaki,1,55,55,9.9,64.9,Pending,,System,
TXN00000785,G100059,4545,2026-05-10,08:19:25,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00000786,G100059,4545,2026-08-18,22:26:49,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00000787,G100059,4545,2026-07-31,08:08:20,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00000788,G100059,4545,2026-05-06,20:29:43,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00000789,G100059,4545,2026-08-28,17:08:56,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00000790,G100059,4545,2026-09-06,11:49:08,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000791,G100059,4545,2026-08-06,22:58:55,Dining,Specialty Dining Cover,Teppanyaki,2,55,110,19.8,129.8,Pending,,System,
TXN00000792,G100059,4545,2026-05-02,09:33:09,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000793,G100059,4545,2026-07-04,11:10:20,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Pending,,System,
TXN00000794,G100059,4545,2026-06-14,17:33:57,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000795,G100059,4545,2026-06-29,08:16:12,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Pending,,System,
TXN00000796,G100059,4545,2026-09-06,14:08:40,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00000797,G100059,4545,2026-07-04,23:05:32,Dining,Specialty Dining Cover,Le Bistro,1,49,49,8.82,57.82,Pending,,System,
TXN00000798,G100059,4545,2026-05-31,10:10:42,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000799,G100059,4545,2026-09-19,16:53:59,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Pending,,System,
TXN00000800,G100059,4545,2026-09-09,07:52:55,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000801,G100059,4545,2026-04-25,08:02:41,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00000802,G100059,4545,2026-09-12,14:41:13,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00000803,G100059,4545,2026-09-11,19:39:40,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00000804,G100059,4545,2026-04-25,21:56:40,Beverage,Premium Wine - Glass,Wine Bar,2,18,36,6.48,42.48,Pending,,System,
TXN00000805,G100059,4545,2026-09-04,15:41:19,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00000806,G100059,4545,2026-08-19,13:51:51,Shopping,Sunscreen SPF 50,Sundries,1,14.99,14.99,0,14.99,Pending,,System,
TXN00000807,G100059,4545,2026-07-30,15:29:04,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000808,G100059,4545,2026-05-03,11:28:26,Entertainment,Photo Package,Photo Studio,3,149,447,0,447,Pending,,System,
TXN00000809,G100059,4545,2026-08-19,20:13:21,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00000810,G100059,4545,2026-09-20,10:20:55,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00000811,G100059,4545,2026-07-08,17:25:08,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000812,G100059,4545,2026-07-21,22:35:06,Entertainment,Art Auction Piece,Art Gallery,3,350,1050,0,1050,Pending,,System,
TXN00000813,G100167,6513,2026-06-18,20:07:17,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Pending,,System,
TXN00000814,G100167,6513,2026-08-11,13:09:06,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000815,G100167,6513,2026-04-30,15:24:55,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00000816,G100167,6513,2026-09-22,19:15:55,Dining,Specialty Dining Cover,Le Bistro,2,49,98,17.64,115.64,Pending,,System,
TXN00000817,G100167,6513,2026-05-28,16:59:36,Shopping,Logo T-Shirt,Gift Shop,1,34.99,34.99,0,34.99,Pending,,System,
TXN00000818,G100167,6513,2026-07-07,12:48:10,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00000819,G100167,6513,2026-08-23,22:29:31,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000820,G100167,6513,2026-07-05,21:01:05,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000821,G100167,6513,2026-07-27,22:29:15,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00000822,G100167,6513,2026-06-12,17:03:03,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00000823,G100167,6513,2026-06-29,21:38:56,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Pending,,System,
TXN00000824,G100167,6513,2026-08-16,15:34:00,Entertainment,Casino Credits,Casino,1,50,50,0,50,Pending,,System,
TXN00000825,G100167,6513,2026-05-15,19:08:56,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000826,G100167,6513,2026-06-24,17:48:25,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00000827,G100167,6513,2026-07-20,07:25:03,Entertainment,Casino Credits,Casino,3,100,300,0,300,Pending,,System,
TXN00000828,G100167,6513,2026-09-10,23:12:23,Entertainment,Photo Package,Photo Studio,2,149,298,0,298,Pending,,System,
TXN00000829,G100167,6513,2026-09-06,15:04:24,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000830,G100167,6513,2026-08-25,20:48:35,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00000831,G100167,6513,2026-06-28,09:08:06,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00000832,G100167,6513,2026-07-27,17:50:21,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00000833,G100167,6513,2026-09-07,17:48:09,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00000834,G100167,6513,2026-06-07,22:25:32,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00000835,G100167,6513,2026-04-28,07:02:08,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00000836,G100167,6513,2026-07-12,21:33:29,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000837,G100167,6513,2026-05-26,22:08:20,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00000838,G100167,6513,2026-09-21,16:10:25,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00000839,G100167,6513,2026-09-22,15:37:21,Entertainment,Photo Package,Photo Studio,3,149,447,0,447,Pending,,System,
TXN00000840,G100167,6513,2026-08-25,22:34:31,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000841,G100167,6513,2026-09-09,15:30:52,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000842,G100167,6513,2026-04-22,17:21:43,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00000843,G100167,6513,2026-05-16,19:37:19,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00000844,G100167,6513,2026-04-24,21:16:41,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00000845,G100167,6513,2026-09-13,13:46:03,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00000846,G100167,6513,2026-09-14,21:10:33,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000847,G100167,6513,2026-07-24,10:52:43,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00000848,G100167,6513,2026-06-19,07:36:44,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000849,G100167,6513,2026-05-16,12:01:28,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00000850,G100167,6513,2026-07-07,19:09:26,Excursion,Shore Excursion Premium,Shore Excursions,3,149,447,0,447,Pending,,System,
TXN00000851,G100167,6513,2026-06-09,19:32:49,Entertainment,Art Auction Piece,Art Gallery,2,350,700,0,700,Pending,,System,
TXN00000852,G100167,6513,2026-09-21,21:55:54,Dining,Specialty Dining Cover,Le Bistro,2,49,98,17.64,115.64,Pending,,System,
TXN00000853,G100167,6513,2026-05-03,10:33:13,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000854,G100167,6513,2026-09-08,16:42:30,Entertainment,Casino Credits,Casino,2,50,100,0,100,Pending,,System,
TXN00000855,G100167,6513,2026-08-30,18:20:11,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00000856,G100167,6513,2026-08-13,23:21:34,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00000857,G100167,6513,2026-07-17,14:39:30,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00000858,G100167,6513,2026-06-06,13:17:35,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00000859,G100167,6513,2026-07-03,13:19:49,Beverage,Cocktail - Pina Colada,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00000860,G100167,6513,2026-06-30,12:44:45,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Pending,,System,
TXN00000861,G100167,6513,2026-08-21,16:30:22,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00000862,G100167,6513,2026-09-08,14:18:07,Shopping,Designer Watch,Luxury Boutique,2,299,598,0,598,Pending,,System,
TXN00000863,G100167,6513,2026-09-11,23:24:57,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00000864,G100060,8721,2026-07-15,10:18:02,Dining,Specialty Dining Cover,Teppanyaki,1,55,55,9.9,64.9,Pending,,System,
TXN00000865,G100060,8721,2026-06-30,08:22:59,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00000866,G100060,8721,2026-08-09,14:47:30,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00000867,G100060,8721,2026-06-11,12:52:34,Shopping,Designer Watch,Luxury Boutique,2,299,598,0,598,Pending,,System,
TXN00000868,G100060,8721,2026-06-26,23:44:17,Beverage,Champagne - Glass,Champagne Bar,3,22,66,11.88,77.88,Pending,,System,
TXN00000869,G100060,8721,2026-05-23,09:39:47,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000870,G100060,8721,2026-09-15,13:15:03,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000871,G100060,8721,2026-08-31,13:40:14,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000872,G100060,8721,2026-05-01,09:26:21,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00000873,G100060,8721,2026-08-16,09:43:49,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00000874,G100060,8721,2026-05-23,06:35:59,Gratuity,Daily Gratuity,Auto-Charge,3,18,54,0,54,Pending,,System,
TXN00000875,G100060,8721,2026-05-28,19:41:59,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00000876,G100060,8721,2026-08-17,21:41:12,Beverage,Champagne - Glass,Champagne Bar,1,22,22,3.96,25.96,Pending,,System,
TXN00000877,G100060,8721,2026-06-30,16:18:41,Shopping,Sunscreen SPF 50,Sundries,3,14.99,44.97,0,44.97,Pending,,System,
TXN00000878,G100060,8721,2026-05-03,08:41:36,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00000879,G100060,8721,2026-06-16,23:47:46,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00000880,G100060,8721,2026-04-27,11:26:56,Shopping,Gold Pendant,Jewelry Store,2,189,378,0,378,Pending,,System,
TXN00000881,G100060,8721,2026-06-02,07:53:25,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00000882,G100060,8721,2026-08-22,11:59:47,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00000883,G100060,8721,2026-07-01,07:00:19,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00000884,G100060,8721,2026-09-10,09:59:21,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000885,G100060,8721,2026-06-29,20:41:34,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00000886,G100060,8721,2026-08-30,21:56:08,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00000887,G100060,8721,2026-08-25,20:17:12,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00000888,G100060,8721,2026-05-16,16:10:46,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00000889,G100060,8721,2026-08-13,14:45:11,Spa,Hot Stone Massage,Serenity Spa,3,209,627,112.86,739.86,Pending,,System,
TXN00000890,G100060,8721,2026-04-21,16:50:18,Beverage,Espresso Martini,Atrium Bar,2,16,32,5.76,37.76,Pending,,System,
TXN00000891,G100060,8721,2026-09-10,12:11:39,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00000892,G100060,8721,2026-07-30,19:32:20,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00000893,G100060,8721,2026-05-10,18:42:06,Shopping,Perfume,Duty Free,3,79,237,0,237,Pending,,System,
TXN00000894,G100060,8721,2026-06-04,10:30:20,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000895,G100060,8721,2026-06-20,06:16:24,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00000896,G100060,8721,2026-06-17,20:48:17,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00000897,G100060,8721,2026-07-11,15:37:46,Shopping,Logo T-Shirt,Gift Shop,3,34.99,104.97,0,104.97,Pending,,System,
TXN00000898,G100060,8721,2026-09-11,06:16:41,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00000899,G100060,8721,2026-07-19,13:03:42,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00000900,G100060,8721,2026-05-18,20:19:10,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000901,G100060,8721,2026-07-30,22:59:57,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00000902,G100060,8721,2026-07-06,09:40:58,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00000903,G100060,8721,2026-07-02,17:39:14,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000904,G100060,8721,2026-06-13,10:30:09,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000905,G100060,8721,2026-08-12,17:26:44,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00000906,G100060,8721,2026-09-05,21:48:34,Shopping,Logo T-Shirt,Gift Shop,3,34.99,104.97,0,104.97,Pending,,System,
TXN00000907,G100060,8721,2026-06-12,13:43:48,Beverage,Premium Wine - Glass,Wine Bar,3,18,54,9.72,63.72,Pending,,System,
TXN00000908,G100060,8721,2026-09-17,08:33:28,Excursion,Shore Excursion,Shore Excursions,1,89,89,0,89,Pending,,System,
TXN00000909,G100060,8721,2026-08-31,17:04:58,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Pending,,System,
TXN00000910,G100060,8721,2026-09-09,09:03:53,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00000911,G100060,8721,2026-09-05,22:12:36,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000912,G100060,8721,2026-09-02,10:10:20,Entertainment,Casino Credits,Casino,2,50,100,0,100,Pending,,System,
TXN00000913,G100060,8721,2026-08-29,20:07:43,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000914,G100060,8721,2026-06-09,21:05:57,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00000915,G100060,8721,2026-08-26,20:51:03,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00000916,G100060,8721,2026-08-12,10:32:26,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000917,G100060,8721,2026-08-12,07:35:29,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00000918,G100060,8721,2026-07-05,06:25:16,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000919,G100060,8721,2026-04-18,12:37:04,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000920,G100060,8721,2026-04-29,19:22:44,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00000921,G100060,8721,2026-05-04,23:03:59,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000922,G100060,8721,2026-05-05,21:02:18,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00000923,G100060,8721,2026-07-31,11:49:08,Beverage,Cocktail - Margarita,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000924,G100060,8721,2026-08-03,17:57:24,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Pending,,System,
TXN00000925,G100169,7265,2026-07-23,18:05:43,Shopping,Logo T-Shirt,Gift Shop,1,34.99,34.99,0,34.99,Pending,,System,
TXN00000926,G100169,7265,2026-09-03,10:41:55,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00000927,G100169,7265,2026-07-16,09:11:34,Shopping,Sunscreen SPF 50,Sundries,1,14.99,14.99,0,14.99,Pending,,System,
TXN00000928,G100169,7265,2026-07-27,22:08:46,Excursion,Shore Excursion,Shore Excursions,3,89,267,0,267,Pending,,System,
TXN00000929,G100169,7265,2026-06-14,06:48:01,Beverage,Cocktail - Mojito,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000930,G100169,7265,2026-07-03,20:43:46,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00000931,G100169,7265,2026-09-04,19:34:24,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00000932,G100169,7265,2026-06-15,13:29:22,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Pending,,System,
TXN00000933,G100169,7265,2026-05-27,14:12:59,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00000934,G100169,7265,2026-05-16,07:51:42,Spa,Facial Treatment,Serenity Spa,1,199,199,35.82,234.82,Pending,,System,
TXN00000935,G100169,7265,2026-08-03,06:15:13,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
